Date,Equal Weight,Minimum Variance,Traditional MVO,Proposed Strategy
2011-02-01,0.00867055561384349,-0.0005715163891789083,0.012868363388571665,0.01286291151691175
2011-02-02,-0.0009404790114016071,-0.0009756472892406252,-0.0016745742403489485,-0.0020117919946988504
2011-02-03,-8.928236157312137e-05,-0.0018819411855414982,0.004809443372506669,0.00535495375079041
2011-02-04,-0.0017472377223778216,-0.0012535933958326758,-0.0010217324282156704,-0.0009825674049795104
2011-02-07,0.00306767623761762,0.0006861035829011652,0.006054714517345817,0.006132821435654027
2011-02-08,0.002182248798209382,-0.002173365891961803,0.007152046705764778,0.00727226825643424
2011-02-09,-0.0011127110590561217,0.0014115574902394123,-0.0013732320824241535,-0.0015171509520330384
2011-02-10,-0.0024593404699682,-0.001683722153058723,0.0018867205467175718,0.001999509201752613
2011-02-11,0.004805636468616094,0.0030399854368369983,0.005203663561538393,0.005186282676887443
2011-02-14,0.0014969524348835718,0.0005591279489231694,0.003122861738177803,0.003120173972133592
2011-02-15,-0.0010152872109348652,0.0006573823491349659,-0.0013798786727897386,-0.000831602871485279
2011-02-16,0.0036014452478347527,-0.0003049270024575644,0.004638191950011498,0.004466434883042398
2011-02-17,0.0029645345226334964,0.0023686516484143234,0.003584460956749446,0.003688755281664189
2011-02-18,0.0013648814052275046,0.0012093144801750394,0.0012634219481881676,0.0013641835102530513
2011-02-22,-0.009392527268830457,0.0005500631409157896,-0.014543376152830686,-0.014316060620072546
2011-02-23,-0.0004909127531520928,-0.0007626807039361937,-0.005846632840654659,-0.00618459074047686
2011-02-24,7.625289193276974e-05,0.001038136359065387,-0.0009410302202181222,-0.0009087511271281439
2011-02-25,0.010567605308233552,0.003057101676001318,0.016161544522118966,0.015734104222689574
2011-02-28,0.0047485229118585165,0.0020118918449797928,0.007394784714911866,0.0074019033093493825
2011-03-01,-0.005485606682531107,-9.735365331378567e-05,-0.010261135745048446,-0.014394606223692437
2011-03-02,-8.225753944317865e-05,-0.002163044438385438,-0.00015398054712437354,0.00154845456561813
2011-03-03,0.005614905240598055,-0.0018313483317243188,0.009508630386808905,0.01474397406882351
2011-03-04,-8.030464564281239e-05,0.002506398384706947,-0.001819465170365458,-0.00350583731677908
2011-03-07,-0.006347127387711796,-0.0014227137359974524,-0.008045827809969448,-0.010691017295739947
2011-03-08,0.0028344316560662192,-0.0008976175342350441,0.0070347098742670686,0.008273346116319509
2011-03-09,0.0009091471378612113,0.001852556325700306,-0.00220027822370465,-0.0023079781782575585
2011-03-10,-0.010237663224603238,0.0008686904960777692,-0.01712864768834805,-0.018956507732017906
2011-03-11,0.0018586332727303474,-0.0004582910266449871,0.004783904438524233,0.004953478148937337
2011-03-14,-0.0022405261801526945,-0.0001803829678373994,-0.0031141743493141865,-0.0036507680007083865
2011-03-15,-0.009169943941115963,-0.0013996355056544783,-0.013233371647162212,-0.01385123804033803
2011-03-16,-0.006814628148646669,0.0015462180420792793,-0.010353465244933933,-0.012993420408290228
2011-03-17,0.00840542952812589,0.002215113595503061,0.007432097724733909,0.009703100589812046
2011-03-18,0.004785272873641699,0.0014011701125543428,0.008340849450982417,0.006688553659104599
2011-03-21,0.00851950332255918,2.0550111395216224e-05,0.013707664698788473,0.01552751395391055
2011-03-22,-0.0002671784483645421,0.0004154540301003869,-0.0029382105123631785,-0.00226812455102568
2011-03-23,0.0017228253403634938,-0.00036602582662904513,0.0016410129637765255,0.0012524215907336181
2011-03-24,0.00319563626941256,-0.0017418400219029093,0.004191055185778806,0.007927369949338393
2011-03-25,0.0004366019002584279,-0.0009272831093141036,0.004779724545329854,0.004950233619705741
2011-03-28,-0.0026196399577014433,-0.00011191504502145793,-0.004041944315307054,-0.004549180084941921
2011-03-29,0.002651051237233836,-0.0014166614731660908,0.0049249540267098935,0.0071732764005501826
2011-03-30,0.006346102046337692,0.0023675348408583297,0.008451521168821263,0.008965054712732148
2011-03-31,0.002406149884982979,-0.0013563342510550633,0.0062439106970636985,0.006236695391181314
2011-04-01,0.0038210994149604164,0.0012919858074670009,0.002024766719213798,0.001469236887204759
2011-04-04,0.002670430297229189,0.0027448114078760947,0.0038239297245484514,0.0030289354520510133
2011-04-05,0.00040119544073328756,-0.0012097648423948365,0.005785237890440108,0.004639655706476688
2011-04-06,0.0005457378269553609,-0.0009114298350140918,0.0019965921211400196,0.002027256739519306
2011-04-07,-0.0019240203564242343,0.00011647154304780973,-0.0035217736670888045,-0.0027698001864432287
2011-04-08,0.0005233217252588679,-0.0007905117953076359,0.003643108224594195,0.004484574247695393
2011-04-11,-0.004140391558367952,-0.0002859626001541389,-0.008595714179254291,-0.007809917264268016
2011-04-12,-0.005193909390673826,0.0011313286861397475,-0.010695733897415124,-0.009817480766073264
2011-04-13,0.0035775927009459156,0.002671388170201804,0.002440437212155051,0.0034547466083476907
2011-04-14,0.002304090882910688,-0.0020639779219504425,0.008775575528363614,0.007860986878371008
2011-04-15,0.005245770382959192,0.003995879513406445,0.009296942368767528,0.0075502276755726044
2011-04-18,-0.006617877111848044,-0.00017970728087774379,-0.006256133607161177,-0.004927232880835091
2011-04-19,0.004088526003002603,0.0018500514886004766,0.0020904893812601286,0.0029218404692310405
2011-04-20,0.009980695812101176,0.0006705333454569101,0.012837829299602053,0.01315044160315314
2011-04-21,0.004188178930895763,0.0011436080635727408,0.0057301600170250565,0.005810701801845359
2011-04-25,0.00030658613658924466,0.0008102805150456537,0.0008532840551261062,0.001396876745860738
2011-04-26,0.005171697069525674,0.002933204780237917,0.0036913426592316075,0.0030948389562726383
2011-04-27,0.0038438502436169662,0.0001912007976665972,0.00970513581362156,0.009814172252113793
2011-04-28,0.0023510529028770233,0.0019291017841794622,0.0037235921131026258,0.002866666280192311
2011-04-29,0.0029330464756353153,0.002218194348474353,0.006338856270704877,0.0057102748939518045
2011-05-02,-0.002070284555231019,-0.00034431076988314054,-0.007191090300803555,-0.0091119520932163
2011-05-03,-0.005024249894543055,0.0004621309533363366,-0.007918968707673906,-0.007837471088649416
2011-05-04,-0.0055969674777994124,0.0002504398341129125,-0.01094857000009536,-0.011169707298872032
2011-05-05,-0.00985481285819308,-0.00038261314193071064,-0.02515823202236152,-0.0263208065952577
2011-05-06,0.002141062320889914,0.00200566999252499,0.0012411396056453837,0.004621348425922491
2011-05-09,0.006459299834533718,0.00161168492037349,0.015637625940017448,0.016173325065403553
2011-05-10,0.005062624770547386,-0.0012226913317247635,0.010215758068067373,0.009125527540180128
2011-05-11,-0.009048848589197408,0.0003956758779367042,-0.01612664478522636,-0.01655861395554518
2011-05-12,0.0013715224381961196,-0.0006623676208214996,0.002677180307897903,0.0041081867833040984
2011-05-13,-0.0056419513450066345,6.904493780130784e-05,-0.007299600140895635,-0.007851219808452992
2011-05-16,-0.0030914743760473394,0.0013401173636788581,-0.007223674868877592,-0.011732787913126829
2011-05-17,0.0014997692946800126,0.0013221794011439177,-0.0007206616003631357,-0.0005937343019967211
2011-05-18,0.005079980897925674,-0.0012249447700879734,0.011891903933229184,0.012329614490231903
2011-05-19,0.00046944269227356457,0.0005938200579759907,-6.283784265276619e-05,-0.0005028538987999004
2011-05-20,-0.00261717745862689,0.000533662817273062,0.0003069246499963264,0.001579473140194651
